30	29.7768	29.8511	29.9386	30.0439	30.1704	30.3207	30.4971	30.7018	30.9366	31.2032	31.5028	31.8361	32.2027	32.6014	33.029	33.4805	33.9483	34.4221	34.8893	35.335	35.7425	36.0926	36.3661	36.5487	36.6323	36.6138	36.4951	36.2827	35.9882	35.6269	35.2151	34.7694	34.3053	33.8365	33.3744	32.928	32.5042	32.1074	31.7406	31.4049	31.1004	30.8262	30.5806	30.3618	30.167	29.9934	29.8376	29.6958	29.564	30	
28	27.8161	27.9105	28.0163	28.1394	28.2836	28.4521	28.6479	28.8739	29.1328	29.4272	29.7592	30.1307	30.5423	30.9935	31.4819	32.0027	32.5477	33.1052	33.66	34.1945	34.689	35.1175	35.4511	35.6713	35.7688	35.741	35.5904	35.3252	34.961	34.5195	34.0215	33.4884	32.9393	32.3906	31.8553	31.3434	30.862	30.4156	30.0062	29.634	29.2982	28.9967	28.7271	28.4864	28.2714	28.0785	27.9039	27.7437	27.5936	28	
26	25.8475	25.9582	26.0791	26.2169	26.3759	26.5599	26.7726	27.0176	27.2986	27.6191	27.9825	28.3919	28.8494	29.3558	29.9101	30.508	31.1413	31.7966	32.455	33.0962	33.7003	34.2322	34.6415	34.9062	35.0188	34.9781	34.7868	34.4539	33.9997	33.4586	32.855	32.2169	31.5683	30.928	30.3106	29.7272	29.1848	28.6871	28.2351	27.8277	27.4624	27.1362	26.8454	26.586	26.354	26.1452	25.9556	25.7807	25.6164	26	
24	23.8714	23.9945	24.1268	24.2759	24.4465	24.6429	24.8693	25.1302	25.4301	25.774	26.1666	26.6125	27.1157	27.6792	28.3038	28.987	29.7215	30.4919	31.2728	32.0388	32.7837	33.4623	33.9659	34.2806	34.4077	34.3497	34.108	33.6877	33.112	32.4485	31.7138	30.9492	30.1842	29.4394	28.7306	28.0697	27.4634	26.914	26.4207	25.9805	25.5892	25.2418	24.9334	24.659	24.4139	24.1932	23.9924	23.8069	23.6322	24	
22	21.8877	22.0192	22.1593	22.316	22.4945	22.6994	22.9356	23.2084	23.5234	23.8867	24.3047	24.7841	25.3313	25.952	26.65	27.4264	28.2769	29.1854	30.1121	31.0106	31.9371	32.8548	33.4648	33.8267	33.9643	33.8855	33.5863	33.0553	32.2985	31.4953	30.5929	29.6751	28.7757	27.9123	27.1022	26.3583	25.6865	25.0868	24.5555	24.0868	23.6739	23.3101	22.9889	22.7041	22.4503	22.2219	22.0141	21.8221	21.6412	22	
20	19.8964	20.0324	20.1763	20.3367	20.5189	20.7281	20.9696	21.2493	21.5741	21.9513	22.3893	22.8971	23.4842	24.1596	24.9315	25.8066	26.7888	27.8717	28.9849	29.9717	31.3244	32.6865	33.3061	33.6579	33.7695	33.6472	33.277	32.6129	31.5339	30.5608	29.4781	28.377	27.3272	26.3303	25.4084	24.577	23.8403	23.1944	22.6309	22.1401	21.7122	21.3382	21.0099	20.7201	20.4624	20.231	20.0206	19.8263	19.6434	20	
18	17.8975	18.034	18.1778	18.3376	18.5192	18.7277	18.9691	19.2499	19.578	19.962	20.4124	20.9409	21.5605	22.2847	23.1264	24.0989	25.2214	26.5415	27.973	29.2158	30.4796	32.6865	33.3061	33.6579	33.7695	33.6472	33.277	32.6129	30.9136	29.6927	28.1368	27.0232	25.8217	24.6731	23.6268	22.705	21.908	21.2241	20.638	20.1345	19.7001	19.3235	18.9948	18.706	18.4499	18.2204	18.012	17.8197	17.6388	18	
16	15.8913	16.024	16.1636	16.3186	16.4947	16.6974	16.9327	17.2079	17.5313	17.9133	18.366	18.9043	19.5454	20.3079	21.2095	22.2652	23.4934	25.4669	27.5397	28.3777	100	100	100	100	100	100	100	100	100	87.0197	27.1268	25.5836	24.1544	22.9148	21.7262	20.7154	19.8694	19.1623	18.5679	18.0644	17.6344	17.2642	16.9429	16.6616	16.4129	16.1903	15.9885	15.8024	15.6276	16	
14	13.8777	14.0029	14.1341	14.2799	14.4457	14.6368	14.8597	15.1215	15.4313	15.8003	16.2425	16.7759	17.4228	18.2091	19.1584	20.2824	21.4232	23.8641	27.5397	100	100	100	100	100	100	100	100	100	100	100	93.9272	24.4382	22.1236	20.971	19.658	18.572	17.7017	16.9959	16.4138	15.9266	15.5136	15.1601	14.8544	14.5874	14.3519	14.1414	13.9507	13.775	13.6101	14	
12	11.8572	11.9709	12.0899	12.2221	12.3726	12.5466	12.7501	12.9904	13.2765	13.6199	14.0358	14.5448	15.1754	15.9655	16.9533	18.106	19.6212	20.1923	100	100	100	100	100	100	100	100	100	100	100	100	100	94.3937	20.9175	18.7758	17.3726	16.2291	15.3819	14.7155	14.1725	13.7206	13.3388	13.0124	12.7307	12.485	12.2683	12.0748	11.8995	11.7382	11.5868	12	
10	9.83026	9.92885	10.0318	10.1463	10.2767	10.428	10.6055	10.8159	11.0677	11.3717	11.7428	12.2023	12.7838	13.5457	14.5982	16.3923	18.4791	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	90.5088	17.1363	14.3901	13.6127	12.8952	12.3216	11.8484	11.4511	11.1138	10.8248	10.5749	10.3567	10.1641	9.99215	9.83632	9.69285	9.55834	10	
8	7.79753	7.87778	7.96135	8.05421	8.16029	8.28357	8.42867	8.60123	8.80832	9.05906	9.36567	9.74564	10.2274	10.8694	11.6728	14.5032	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	91.0088	11.0289	10.7464	10.2709	9.83584	9.45586	9.12824	8.84625	8.60277	8.39127	8.20607	8.04229	7.89574	7.76279	7.64029	7.52545	8	
6	5.75985	5.81895	5.88017	5.9482	6.02607	6.11683	6.22397	6.35172	6.5052	6.69071	6.91584	7.18905	7.51711	7.89176	7.88441	8.61879	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	94.9471	8.05199	7.93413	7.6168	7.30409	7.01869	6.76626	6.54567	6.35339	6.1853	6.03739	5.90606	5.78815	5.68089	5.58188	5.48901	6	
4	3.71821	3.75392	3.79045	3.83103	3.87766	3.93229	3.99712	4.07468	4.16791	4.28001	4.4139	4.57035	4.74266	4.90238	4.66398	5.33235	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	94.7872	5.21099	5.17597	4.96533	4.75325	4.55588	4.37867	4.22205	4.08431	3.96294	3.85538	3.75922	3.67232	3.59285	3.51921	3.45002	4	
2	1.67375	1.68446	1.69466	1.70595	1.71923	1.73527	1.75484	1.77875	1.80776	1.84236	1.88216	1.92447	1.96113	1.97307	1.64508	2.2881	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	94.6313	2.4272	2.44882	2.32026	2.19482	2.07957	1.97625	1.88449	1.80303	1.73037	1.66505	1.60577	1.55141	1.50107	1.45398	1.40954	2	
0	-0.372301	-0.387488	-0.404522	-0.423476	-0.444626	-0.468421	-0.495503	-0.526772	-0.563479	-0.60737	-0.660863	-0.727188	-0.810166	-0.912726	-1.30029	-0.664767	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	94.477	-0.340501	-0.26931	-0.323801	-0.367476	-0.402735	-0.432522	-0.458923	-0.483249	-0.506291	-0.528509	-0.550146	-0.571304	-0.591971	-0.612049	-0.631354	0	
-2	-2.41863	-2.45988	-2.50424	-2.5535	-2.6091	-2.67267	-2.74626	-2.83239	-2.93423	-3.05558	-3.20061	-3.37288	-3.57216	-3.78734	-4.24337	-3.60231	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	94.3224	-3.12502	-2.99921	-2.9745	-2.93245	-2.88523	-2.84015	-2.80056	-2.76752	-2.74094	-2.72016	-2.70434	-2.69251	-2.68375	-2.67707	-2.67153	-2	
-4	-4.46393	-4.53064	-4.60162	-4.68033	-4.76932	-4.87136	-4.98979	-5.12872	-5.29319	-5.48923	-5.72363	-6.00257	-6.32734	-6.68188	-7.25147	-6.58971	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	94.1655	-5.9616	-5.7617	-5.63802	-5.49738	-5.3611	-5.23854	-5.13248	-5.04264	-4.96743	-4.9048	-4.85264	-4.80893	-4.77177	-4.73933	-4.70991	-4	
-6	-6.5069	-6.59774	-6.69386	-6.80028	-6.92057	-7.05854	-7.21871	-7.40662	-7.62914	-7.89482	-8.21418	-8.59978	-9.06496	-9.61465	-10.4241	-9.71646	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	94.004	-8.8974	-8.5775	-8.31396	-8.05371	-7.81986	-7.61764	-7.44586	-7.30114	-7.17957	-7.07735	-6.99101	-6.91738	-6.85363	-6.79713	-6.74544	-6	
-8	-8.54632	-8.65926	-8.7783	-8.90988	-9.05846	-9.2287	-9.42611	-9.65746	-9.93118	-10.2581	-10.6526	-11.1354	-11.7403	-12.5418	-13.9632	-15.5162	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	87.997	-12.0084	-11.4612	-10.984	-10.5814	-10.2451	-9.96472	-9.7308	-9.53524	-9.3712	-9.23295	-9.11558	-9.01487	-8.92708	-8.84888	-8.77715	-8	
-10	-10.5811	-10.7135	-10.8526	-11.006	-11.1791	-11.3769	-11.606	-11.8736	-12.1895	-12.5657	-13.0185	-13.5711	-14.2585	-15.1355	-16.5357	-18.3383	-19.4663	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	86.0039	-17.0691	-15.3288	-14.298	-13.5847	-13.0439	-12.6144	-12.2651	-11.977	-11.7374	-11.5366	-11.3671	-11.2229	-11.0987	-10.9901	-10.8932	-10.8042	-10	
-12	-12.6102	-12.7588	-12.9146	-13.0861	-13.2791	-13.4993	-13.7533	-14.0492	-14.3967	-14.8081	-15.2992	-15.8911	-16.6111	-17.4915	-18.5576	-20.0108	-21.3046	-21.0558	100	100	100	100	100	100	100	100	100	100	100	100	100	91.3668	-20.865	-19.2233	-17.8451	-16.8021	-16.0116	-15.3962	-14.9048	-14.505	-14.1754	-13.901	-13.6708	-13.4761	-13.31	-13.1666	-13.0411	-12.9288	-12.8258	-12	
-14	-14.6328	-14.7941	-14.9627	-15.1479	-15.356	-15.5927	-15.8648	-16.1802	-16.5484	-16.9807	-17.4913	-18.0971	-18.8175	-19.6714	-20.6683	-21.8279	-23.3467	-24.688	-28.2026	100	100	100	100	100	100	100	100	100	100	100	89.4232	-23.8611	-22.338	-21.1822	-20.0291	-19.0563	-18.2666	-17.6274	-17.106	-16.6767	-16.3201	-16.0217	-15.7703	-15.557	-15.3745	-15.2168	-15.0785	-14.9548	-14.8414	-14	
-16	-16.6483	-16.8183	-16.9956	-17.19	-17.4079	-17.6552	-17.9383	-18.2647	-18.6431	-19.0835	-19.5976	-20.1984	-20.8997	-21.7137	-22.6491	-23.7128	-25.1242	-26.969	-28.2026	-28.9932	100	100	100	100	100	100	100	100	100	76.6905	-26.922	-25.8751	-24.3144	-23.0953	-22.0384	-21.1356	-20.3777	-19.7458	-19.2191	-18.7787	-18.409	-18.0972	-17.8331	-17.6081	-17.4151	-17.2481	-17.1015	-16.9705	-16.8505	-16	
-18	-18.6562	-18.8307	-19.0123	-19.2114	-19.434	-19.6858	-19.9731	-20.3026	-20.6818	-21.1192	-21.6241	-22.2062	-22.8752	-23.6396	-24.5068	-25.487	-26.6104	-27.862	-29.1008	-30.2109	-30.9841	-33.0083	-33.54	-33.8165	-33.8578	-33.666	-33.2223	-32.4733	-30.5617	-29.4822	-28.2306	-27.0776	-25.9076	-24.8477	-23.9047	-23.0806	-22.371	-21.7653	-21.2506	-20.8138	-20.4429	-20.1275	-19.8586	-19.6287	-19.431	-19.2596	-19.1094	-18.9754	-18.8529	-18	
-20	-20.6561	-20.8308	-21.0125	-21.2114	-21.4336	-21.6845	-21.9697	-22.295	-22.6671	-23.0925	-23.5785	-24.1319	-24.7593	-25.4656	-26.2545	-27.1272	-28.0777	-29.0722	-30.0309	-31.0683	-32.1857	-33.0083	-33.54	-33.8165	-33.8578	-33.666	-33.2223	-32.4733	-31.6411	-30.4991	-29.4258	-28.4013	-27.4156	-26.4986	-25.6653	-24.9221	-24.2688	-23.7006	-23.2097	-22.7873	-22.4248	-22.1141	-21.8477	-21.6189	-21.422	-21.2513	-21.102	-20.9692	-20.8484	-20	
-22	-22.6479	-22.8184	-22.9957	-23.19	-23.407	-23.6518	-23.9292	-24.2444	-24.6025	-25.0089	-25.4688	-25.9866	-26.5663	-27.2097	-27.9166	-28.6824	-29.4944	-30.3269	-31.1475	-31.9638	-32.7659	-33.4174	-33.8664	-34.1067	-34.1409	-33.9686	-33.585	-32.9934	-32.2818	-31.4457	-30.5761	-29.7113	-28.8726	-28.0802	-27.348	-26.6838	-26.09	-25.5654	-25.1058	-24.7057	-24.359	-24.0596	-23.8017	-23.5797	-23.3885	-23.2233	-23.0792	-22.952	-22.837	-22	
-24	-24.6313	-24.7932	-24.9619	-25.1472	-25.3546	-25.5886	-25.8534	-26.1533	-26.4923	-26.8744	-27.303	-27.781	-28.3097	-28.889	-29.5159	-30.1835	-30.8791	-31.5841	-32.2781	-32.9461	-33.5621	-34.0677	-34.4246	-34.6164	-34.6377	-34.4875	-34.1694	-33.6989	-33.1155	-32.4466	-31.7339	-31.0094	-30.2965	-29.6135	-28.9733	-28.3841	-27.8501	-27.3719	-26.9481	-26.5754	-26.2499	-25.9672	-25.7228	-25.5123	-25.3314	-25.1758	-25.0412	-24.9236	-24.8185	-24	
-26	-26.6063	-26.7551	-26.9111	-27.0834	-27.2772	-27.4964	-27.7445	-28.025	-28.3409	-28.6948	-29.089	-29.5246	-30.0015	-30.518	-31.0697	-31.6491	-32.2447	-32.8416	-33.4229	-33.9703	-34.4589	-34.8567	-35.1379	-35.2872	-35.298	-35.1695	-34.9074	-34.5263	-34.0498	-33.5032	-32.9139	-32.3065	-31.7012	-31.1139	-30.5567	-30.0376	-29.5615	-29.1305	-28.7447	-28.4027	-28.1022	-27.8401	-27.6132	-27.4181	-27.2514	-27.1093	-26.9882	-26.8842	-26.793	-26	
-28	-28.5726	-28.7042	-28.8434	-28.999	-29.1755	-29.3764	-29.6045	-29.8624	-30.1523	-30.4757	-30.8336	-31.2262	-31.6521	-32.1087	-32.5909	-33.0915	-33.6002	-34.1044	-34.5894	-35.0384	-35.4319	-35.7486	-35.9707	-36.0863	-36.0896	-35.9802	-35.7637	-35.4515	-35.0605	-34.61	-34.1201	-33.6101	-33.0965	-32.5929	-32.1099	-31.6554	-31.2344	-30.8499	-30.5029	-30.1934	-29.9202	-29.6815	-29.4752	-29.2987	-29.1494	-29.0244	-28.9203	-28.8337	-28.7605	-28	
-30	-30.5301	-30.6399	-30.7586	-30.894	-31.0502	-31.23	-31.4356	-31.6687	-31.9306	-32.2221	-32.5432	-32.893	-33.2698	-33.6701	-34.0889	-34.5193	-34.9523	-35.377	-35.7809	-36.15	-36.4691	-36.7232	-36.8994	-36.9889	-36.9871	-36.8942	-36.7145	-36.4571	-36.1345	-35.7613	-35.3529	-34.9243	-34.4889	-34.0583	-33.6417	-33.2462	-32.8769	-32.5371	-32.2287	-31.9524	-31.7079	-31.4944	-31.3108	-31.1554	-31.0262	-30.9211	-30.8374	-30.7719	-30.7207	-30	
-32	-32.4781	-32.5618	-32.6563	-32.7684	-32.9017	-33.0583	-33.2396	-33.4464	-33.6794	-33.9385	-34.2229	-34.5314	-34.8614	-35.2094	-35.5707	-35.9387	-36.3056	-36.6622	-36.998	-37.3016	-37.5613	-37.766	-37.9063	-37.9756	-37.9706	-37.8915	-37.7419	-37.5288	-37.2617	-36.9518	-36.6109	-36.2509	-35.8827	-35.5158	-35.1583	-34.8165	-34.4954	-34.1982	-33.9273	-33.6839	-33.4686	-33.2814	-33.1218	-32.9891	-32.8822	-32.7996	-32.7392	-32.6983	-32.6731	-32	
-34	-34.4157	-34.4687	-34.5355	-34.6219	-34.7303	-34.8622	-35.0181	-35.1981	-35.4018	-35.6287	-35.8774	-36.1461	-36.4322	-36.7321	-37.0412	-37.3538	-37.663	-37.9611	-38.2394	-38.4888	-38.7003	-38.8654	-38.9772	-39.0308	-39.0239	-38.9566	-38.8319	-38.6552	-38.4338	-38.1763	-37.8921	-37.5904	-37.2802	-36.9692	-36.6644	-36.3714	-36.0947	-35.8376	-35.6027	-35.3915	-35.2052	-35.0445	-34.9096	-34.8006	-34.7174	-34.6591	-34.6247	-34.6119	-34.6171	-34	
-36	-36.3413	-36.3588	-36.3948	-36.4533	-36.5357	-36.6422	-36.7725	-36.9256	-37.1006	-37.2961	-37.5105	-37.7415	-37.9866	-38.2422	-38.5042	-38.7674	-39.026	-39.2736	-39.5031	-39.7072	-39.879	-40.0119	-40.1008	-40.1421	-40.134	-40.0769	-39.9731	-39.8267	-39.6435	-39.4302	-39.1941	-38.9425	-38.6826	-38.4209	-38.1633	-37.9146	-37.6788	-37.4593	-37.2584	-37.0782	-36.9202	-36.7855	-36.6752	-36.5902	-36.5312	-36.4987	-36.4924	-36.5109	-36.5511	-36	
-38	-38.2521	-38.229	-38.2314	-38.2609	-38.3171	-38.3987	-38.5039	-38.6309	-38.7781	-38.9435	-39.1252	-39.3209	-39.5278	-39.7428	-39.962	-40.1812	-40.3953	-40.599	-40.7866	-40.9524	-41.091	-41.1973	-41.2675	-41.299	-41.2904	-41.2422	-41.1561	-41.0355	-40.8848	-40.7091	-40.5143	-40.3062	-40.0905	-39.8726	-39.6573	-39.4489	-39.2508	-39.0661	-38.8974	-38.7465	-38.6154	-38.5058	-38.4193	-38.3576	-38.3226	-38.3161	-38.3394	-38.3925	-38.4729	-38	
-40	-40.1435	-40.0744	-40.0415	-40.0423	-40.0735	-40.1315	-40.2131	-40.3156	-40.4365	-40.5735	-40.7244	-40.8869	-41.0585	-41.2361	-41.4166	-41.5962	-41.7707	-41.936	-42.0873	-42.2203	-42.3306	-42.4146	-42.4694	-42.4929	-42.4843	-42.4439	-42.3733	-42.2748	-42.1521	-42.0091	-41.8503	-41.6803	-41.5038	-41.3251	-41.148	-40.9763	-40.813	-40.6607	-40.5219	-40.3986	-40.2928	-40.2066	-40.1422	-40.1022	-40.0898	-40.1084	-40.1617	-40.252	-40.3785	-40	
-42	-42.0072	-41.887	-41.8193	-41.7942	-41.8035	-41.8408	-41.9014	-41.9813	-42.0778	-42.1882	-42.3103	-42.4419	-42.5806	-42.7239	-42.8689	-43.0127	-43.1518	-43.2829	-43.4024	-43.5068	-43.5929	-43.6579	-43.6996	-43.7166	-43.7083	-43.6751	-43.6179	-43.539	-43.4408	-43.3265	-43.1995	-43.0636	-42.9222	-42.7788	-42.6367	-42.4986	-42.3673	-42.2451	-42.1341	-42.0363	-41.9538	-41.8889	-41.8443	-41.8233	-41.8304	-41.8713	-41.9529	-42.0817	-42.2612	-42	
-44	-43.8279	-43.6544	-43.5574	-43.5129	-43.506	-43.5271	-43.5699	-43.63	-43.7042	-43.7899	-43.8851	-43.9878	-44.0959	-44.2072	-44.3197	-44.4307	-44.5378	-44.6382	-44.7293	-44.8084	-44.8732	-44.9217	-44.9523	-44.9639	-44.9562	-44.9294	-44.8845	-44.8229	-44.7466	-44.6581	-44.5599	-44.4546	-44.3452	-44.2342	-44.124	-44.0171	-43.9155	-43.8212	-43.736	-43.6617	-43.6003	-43.5541	-43.526	-43.5201	-43.5419	-43.5994	-43.7038	-43.8694	-44.109	-44	
-46	-45.5751	-45.358	-45.2474	-45.1958	-45.1812	-45.1919	-45.2208	-45.2638	-45.3179	-45.3808	-45.4509	-45.5263	-45.6056	-45.6872	-45.7692	-45.85	-45.9275	-45.9999	-46.0653	-46.1217	-46.1675	-46.2013	-46.2221	-46.2291	-46.2222	-46.2015	-46.1678	-46.1222	-46.066	-46.001	-45.929	-45.8521	-45.7721	-45.6911	-45.6108	-45.5329	-45.4591	-45.3908	-45.3295	-45.2767	-45.2341	-45.2038	-45.1886	-45.1927	-45.2221	-45.2866	-45.4021	-45.5944	-45.8995	-46	
-48	-47.1827	-46.9751	-46.8839	-46.8438	-46.832	-46.8383	-46.8573	-46.8858	-46.9216	-46.9633	-47.0095	-47.0591	-47.1111	-47.1644	-47.2177	-47.27	-47.32	-47.3663	-47.4078	-47.4434	-47.4719	-47.4924	-47.5044	-47.5075	-47.5015	-47.4867	-47.4636	-47.4328	-47.3953	-47.3523	-47.3049	-47.2545	-47.2023	-47.1495	-47.0974	-47.047	-46.9994	-46.9557	-46.9167	-46.8836	-46.8577	-46.8405	-46.8344	-46.8427	-46.8709	-46.9285	-47.0332	-47.2226	-47.5872	-48	
-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	
