Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.52     92.94     0.63 103507732     0.00     0.00  Value* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<Value const*, std::vector<Value, std::allocator<Value> > >, Value*>(__gnu_cxx::__normal_iterator<Value const*, std::vector<Value, std::allocator<Value> > >, __gnu_cxx::__normal_iterator<Value const*, std::vector<Value, std::allocator<Value> > >, Value*)
  0.52     93.57     0.63 98000199     0.00     0.00  double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*)
  0.51     94.19     0.62 103598569     0.00     0.00  std::_Vector_base<Value, std::allocator<Value> >::_M_deallocate(Value*, unsigned long)
  0.51     94.81     0.62 98000199     0.00     0.00  double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&)
  0.51     95.42     0.61 210273118     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<Value const*, std::vector<Value, std::allocator<Value> > >, false>::_S_base(__gnu_cxx::__normal_iterator<Value const*, std::vector<Value, std::allocator<Value> > >)
  0.50     96.02     0.61 95498991     0.00     0.00  std::vector<Value, std::allocator<Value> >::_M_erase_at_end(Value*)
  0.50     96.62     0.60 98000199     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&)
  0.48     97.20     0.58 392000796     0.00     0.00  std::remove_reference<double&>::type&& std::move<double&>(double&)
  0.46     97.76     0.56 98000199     0.00     0.00  std::vector<double, std::allocator<double> >::begin() const
  0.46     98.32     0.56 103507732     0.00     0.00  Value* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Value const*, std::vector<Value, std::allocator<Value> > >, Value*, Value>(__gnu_cxx::__normal_iterator<Value const*, std::vector<Value, std::allocator<Value> > >, __gnu_cxx::__normal_iterator<Value const*, std::vector<Value, std::allocator<Value> > >, Value*, std::allocator<Value>&)
  0.46     98.87     0.55 210273118     0.00     0.00  __gnu_cxx::__normal_iterator<Value const*, std::vector<Value, std::allocator<Value> > >::__normal_iterator(Value const* const&)
  0.45     99.41     0.55 105136559     0.00     0.00  std::vector<Value, std::allocator<Value> >::end() const
  0.45     99.95     0.54 105136559     0.00     0.00  Value* std::__copy_move_a<false, Value const*, Value*>(Value const*, Value const*, Value*)
  0.44    100.48     0.53 210273118     0.00     0.00  std::_Niter_base<__gnu_cxx::__normal_iterator<Value const*, std::vector<Value, std::allocator<Value> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<Value const*, std::vector<Value, std::allocator<Value> > > >(__gnu_cxx::__normal_iterator<Value const*, std::vector<Value, std::allocator<Value> > >)
  0.42    100.99     0.51 98090199     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long)
  0.42    101.50     0.51 103587802     0.00     0.00  __gnu_cxx::new_allocator<Value>::allocate(unsigned long, void const*)
  0.41    102.00     0.50 103587802     0.00     0.00  std::_Vector_base<Value, std::allocator<Value> >::_M_allocate(unsigned long)
  0.40    102.48     0.49 207016223     0.00     0.00  std::allocator<Value>::allocator(std::allocator<Value> const&)
  0.40    102.96     0.48 103507732     0.00     0.00  Value* std::copy<__gnu_cxx::__normal_iterator<Value const*, std::vector<Value, std::allocator<Value> > >, Value*>(__gnu_cxx::__normal_iterator<Value const*, std::vector<Value, std::allocator<Value> > >, __gnu_cxx::__normal_iterator<Value const*, std::vector<Value, std::allocator<Value> > >, Value*)
  0.40    103.44     0.48 98000199     0.00     0.00  std::vector<double, std::allocator<double> >::end() const
  0.39    103.92     0.48 98000199     0.00     0.00  double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
  0.39    104.38     0.47 98000199     0.00     0.00  std::allocator_traits<std::allocator<double> >::select_on_container_copy_construction(std::allocator<double> const&)
  0.38    104.84     0.46 210273118     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<Value const*, std::vector<Value, std::allocator<Value> > >, true>::_S_base(__gnu_cxx::__normal_iterator<Value const*, std::vector<Value, std::allocator<Value> > >)
  0.38    105.29     0.46 103507732     0.00     0.00  std::allocator_traits<std::allocator<Value> >::select_on_container_copy_construction(std::allocator<Value> const&)
  0.37    105.74     0.45   104152     0.00     0.00  std::vector<std::vector<Value, std::allocator<Value> >, std::allocator<std::vector<Value, std::allocator<Value> > > >::size() const
