0	0	1	0	12	100
0	1	0	0	0	100
0	2	0	0	0	100
0	3	0	0	0	100
0	4	0	0	0	100
0	5	1	0	14.6516	100
0	6	0	0	0	100
0	7	0	0	0	100
0	8	0	0	0	100
0	9	0	0	0	100
0	10	1	0	17.7694	100
0	11	0	0	0	100
0	12	0	0	0	100
0	13	0	0	0	100
0	14	0	0	0	100
0	15	1	0	21.3824	100
0	16	0	0	0	100
0	17	0	0	0	100
0	18	0	0	0	100
0	19	0	0	0	100
0	20	1	0	24.535	100
0	21	0	0	0	100
0	22	0	0	0	100
0	23	0	0	0	100
0	24	0	0	0	100
0	25	1	0	25.7261	100
0	26	0	0	0	100
0	27	0	0	0	100
0	28	0	0	0	100
0	29	0	0	0	100
0	30	1	0	24.535	100
0	31	0	0	0	100
0	32	0	0	0	100
0	33	0	0	0	100
0	34	0	0	0	100
0	35	1	0	21.3824	100
0	36	0	0	0	100
0	37	0	0	0	100
0	38	0	0	0	100
0	39	0	0	0	100
0	40	1	0	17.7694	100
0	41	0	0	0	100
0	42	0	0	0	100
0	43	0	0	0	100
0	44	0	0	0	100
0	45	1	0	14.6516	100
0	46	0	0	0	100
0	47	0	0	0	100
0	48	0	0	0	100
0	49	0	0	0	100
0	50	0	0	0	100
1	0	0	0	0	96
1	1	0	0	0	95.8271
1	2	0	0	0	95.6527
1	3	0	0	0	95.4755
1	4	0	0	0	95.2942
1	5	0	0	0	95.1076
1	6	0	0	0	94.9146
1	7	0	0	0	94.7144
1	8	0	0	0	94.5066
1	9	0	0	0	94.2908
1	10	0	0	0	94.0674
1	11	0	0	0	93.837
1	12	0	0	0	93.6008
1	13	0	0	0	93.3608
1	14	0	0	0	93.1194
1	15	0	0	0	92.88
1	16	0	0	0	92.6462
1	17	0	0	0	92.4225
1	18	0	0	0	92.2136
1	19	0	0	0	92.024
1	20	0	0	0	91.858
1	21	0	0	0	91.7189
1	22	0	0	0	91.6092
1	23	0	0	0	91.5303
1	24	0	0	0	91.4828
1	25	0	0	0	91.4669
1	26	0	0	0	91.4828
1	27	0	0	0	91.5303
1	28	0	0	0	91.6092
1	29	0	0	0	91.7189
1	30	0	0	0	91.858
1	31	0	0	0	92.024
1	32	0	0	0	92.2136
1	33	0	0	0	92.4225
1	34	0	0	0	92.6462
1	35	0	0	0	92.88
1	36	0	0	0	93.1194
1	37	0	0	0	93.3608
1	38	0	0	0	93.6008
1	39	0	0	0	93.837
1	40	0	0	0	94.0674
1	41	0	0	0	94.2908
1	42	0	0	0	94.5066
1	43	0	0	0	94.7144
1	44	0	0	0	94.9146
1	45	0	0	0	95.1076
1	46	0	0	0	95.2942
1	47	0	0	0	95.4755
1	48	0	0	0	95.6527
1	49	0	0	0	95.8271
1	50	0	0	0	96
2	0	0.996231	0.0867402	12.0454	92
2	1	0	0	0	91.6556
2	2	0	0	0	91.3082
2	3	0	0	0	90.9552
2	4	0	0	0	90.5938
2	5	0.996615	0.0822159	14.6015	90.2215
2	6	0	0	0	89.8364
2	7	0	0	0	89.4366
2	8	0	0	0	89.0211
2	9	0	0	0	88.5893
2	10	0.996786	0.0801116	17.7106	88.1417
2	11	0	0	0	87.6796
2	12	0	0	0	87.2055
2	13	0	0	0	86.7229
2	14	0	0	0	86.237
2	15	0.998037	0.0626273	21.4992	85.7542
2	16	0	0	0	85.2823
2	17	0	0	0	84.8303
2	18	0	0	0	84.4078
2	19	0	0	0	84.0244
2	20	0.999651	0.0264241	24.9706	83.689
2	21	0	0	0	83.4085
2	22	0	0	0	83.1877
2	23	0	0	0	83.0291
2	24	0	0	0	82.9339
2	25	0.999941	-0.0108948	26.2032	82.9022
2	26	0	0	0	82.9339
2	27	0	0	0	83.0291
2	28	0	0	0	83.1877
2	29	0	0	0	83.4085
2	30	0.998956	-0.045676	24.9879	83.689
2	31	0	0	0	84.0244
2	32	0	0	0	84.4078
2	33	0	0	0	84.8303
2	34	0	0	0	85.2823
2	35	0.997721	-0.0674806	21.506	85.7542
2	36	0	0	0	86.237
2	37	0	0	0	86.7229
2	38	0	0	0	87.2055
2	39	0	0	0	87.6796
2	40	0.997321	-0.0731511	17.7011	88.1417
2	41	0	0	0	88.5893
2	42	0	0	0	89.0211
2	43	0	0	0	89.4366
2	44	0	0	0	89.8364
2	45	0.997223	-0.074469	14.5926	90.2215
2	46	0	0	0	90.5938
2	47	0	0	0	90.9552
2	48	0	0	0	91.3082
2	49	0	0	0	91.6556
2	50	0	0	0	92
3	0	0	0	0	88
3	1	0	0	0	87.4869
3	2	0	0	0	86.9694
3	3	0	0	0	86.4432
3	4	0	0	0	85.9041
3	5	0	0	0	85.3484
3	6	0	0	0	84.7727
3	7	0	0	0	84.1745
3	8	0	0	0	83.5517
3	9	0	0	0	82.9036
3	10	0	0	0	82.2306
3	11	0	0	0	81.5344
3	12	0	0	0	80.8185
3	13	0	0	0	80.0883
3	14	0	0	0	79.3515
3	15	0	0	0	78.6176
3	16	0	0	0	77.8986
3	17	0	0	0	77.2086
3	18	0	0	0	76.5628
3	19	0	0	0	75.9769
3	20	0	0	0	75.465
3	21	0	0	0	75.0383
3	22	0	0	0	74.7038
3	23	0	0	0	74.4647
3	24	0	0	0	74.3215
3	25	0	0	0	74.2739
3	26	0	0	0	74.3215
3	27	0	0	0	74.4647
3	28	0	0	0	74.7038
3	29	0	0	0	75.0383
3	30	0	0	0	75.465
3	31	0	0	0	75.9769
3	32	0	0	0	76.5628
3	33	0	0	0	77.2086
3	34	0	0	0	77.8986
3	35	0	0	0	78.6176
3	36	0	0	0	79.3515
