9	8.99816	8.99251	8.9828	8.9688	8.95028	8.92696	8.8986	8.86492	8.82564	8.78049	8.72917	8.6714	8.60688	8.5353	8.45638	8.3698	8.27529	8.17253	8.06125	7.94118	7.81203	7.67357	7.52555	7.36776	7.2	7.02211	6.83394	6.63539	6.42639	6.2069	5.97693	5.73654	5.48584	5.22496	4.95413	4.67359	4.38366	4.08472	3.77718	3.46154	3.13832	2.80811	2.47156	2.12934	1.78218	1.43084	1.07613	0.71885	0.359856	0	0.359856	0.71885	1.07613	1.43084	1.78218	2.12934	2.47156	2.80811	3.13832	3.46154	3.77718	4.08472	4.38366	4.67359	4.95413	5.22496	5.48584	5.73654	5.97693	6.2069	6.42639	6.63539	6.83394	7.02211	7.2	7.36776	7.52555	7.67357	7.81203	7.94118	8.06125	8.17253	8.27529	8.3698	8.45638	8.5353	8.60688	8.6714	8.72917	8.78049	8.82564	8.86492	8.8986	8.92696	8.95028	8.9688	8.9828	8.99251	8.99816	9	1	
9.1818	8.43588	8.4764	8.5159	8.52756	8.5182	8.49358	8.45711	8.41076	8.35573	8.29274	8.2222	8.14436	8.05935	7.96719	7.86788	7.76136	7.64753	7.52631	7.39759	7.26124	7.11716	6.96524	6.80539	6.63752	6.46157	6.27747	6.0852	5.88476	5.67617	5.45948	5.23476	5.00213	4.76173	4.51374	4.25839	3.99591	3.7266	3.45078	3.16881	2.88108	2.58802	2.29009	1.98776	1.68157	1.37204	1.05973	0.745226	0.429114	0.111998	0.205514	0.52281	0.839282	1.15433	1.46735	1.77777	2.08503	2.38859	2.68793	2.98256	3.27202	3.55589	3.83377	4.1053	4.37016	4.62805	4.87873	5.12198	5.35761	5.5855	5.80551	6.01758	6.22165	6.41772	6.60577	6.78585	6.95801	7.12232	7.27888	7.42778	7.56914	7.70308	7.82972	7.9492	8.06161	8.16708	8.26569	8.35748	8.44248	8.52061	8.59175	8.65558	8.7116	8.75896	8.79626	8.82109	8.82929	8.81316	8.75741	8.62901	9.1818	1	
9.36719	8.45465	8.46066	8.49478	8.50575	8.49477	8.46666	8.42495	8.37197	8.30924	8.23775	8.15818	8.07094	7.97633	7.87451	7.76558	7.64959	7.52652	7.39637	7.2591	7.11465	6.96299	6.80406	6.63782	6.46424	6.2833	6.09499	5.89932	5.69634	5.48609	5.26866	5.04415	4.81269	4.57446	4.32963	4.07843	3.8211	3.55793	3.28922	3.0153	2.73653	2.4533	2.16602	1.87512	1.58104	1.28426	0.985268	0.684548	0.38261	0.0799659	0.222867	0.525373	0.827038	1.12735	1.42582	1.72195	2.01528	2.30534	2.59171	2.87397	3.15173	3.42463	3.69233	3.95452	4.21092	4.46127	4.70536	4.94299	5.17399	5.39822	5.61558	5.82598	6.02937	6.2257	6.41496	6.59717	6.77234	6.94052	7.10175	7.2561	7.40364	7.54444	7.67855	7.80606	7.92701	8.04142	8.14929	8.25059	8.34521	8.43295	8.51351	8.58639	8.65084	8.70572	8.74928	8.77886	8.79029	8.77717	8.72996	8.63672	9.36719	1	
9.55617	8.53003	8.5003	8.51728	8.518	8.49909	8.46353	8.41417	8.35314	8.28193	8.20163	8.11297	8.01651	7.9126	7.80152	7.68343	7.55846	7.42667	7.28811	7.1428	6.99075	6.83197	6.66645	6.49421	6.31524	6.12958	5.93726	5.73833	5.53286	5.32093	5.10265	4.87816	4.64759	4.41113	4.16898	3.92135	3.6685	3.41068	3.1482	2.88136	2.61048	2.33593	2.05806	1.77724	1.49389	1.20839	0.921159	0.632625	0.343213	0.0533545	0.236518	0.525972	0.81458	1.10192	1.38757	1.67114	1.95222	2.23045	2.50546	2.77691	3.04446	3.30782	3.56669	3.82081	4.06994	4.31386	4.55236	4.78528	5.01245	5.23375	5.44907	5.65832	5.86144	6.05837	6.24909	6.43357	6.61183	6.78387	6.94971	7.10937	7.26288	7.41028	7.55157	7.68679	7.8159	7.9389	8.0557	8.1662	8.27021	8.36745	8.45751	8.5398	8.6135	8.67743	8.72991	8.76865	8.79048	8.79136	8.7668	8.71386	9.55617	1	
9.7487	8.63384	8.57101	8.567	8.55266	8.52175	8.47567	8.41645	8.3458	8.26503	8.17515	8.07691	7.97089	7.85749	7.73704	7.60977	7.47584	7.33538	7.1885	7.03525	6.87571	6.70991	6.53791	6.35975	6.17549	5.98519	5.78891	5.58675	5.3788	5.16517	4.94601	4.72145	4.49167	4.25685	4.01721	3.77296	3.52436	3.27165	3.0151	2.75502	2.49169	2.22543	1.95655	1.68539	1.41228	1.13757	0.861595	0.58471	0.307265	0.029614	0.247891	0.524899	0.801065	1.07605	1.34952	1.62114	1.89061	2.15762	2.42188	2.6831	2.94103	3.19541	3.446	3.69258	3.93493	4.17288	4.40623	4.63484	4.85856	5.07727	5.29086	5.49923	5.70232	5.90007	6.09242	6.27934	6.4608	6.6368	6.80732	6.97235	7.13189	7.28592	7.43443	7.57738	7.71473	7.8464	7.97225	8.09214	8.20582	8.31297	8.41314	8.50573	8.58995	8.66472	8.72868	8.78009	8.81688	8.83688	8.83841	8.82165	9.7487	1	
9.94475	8.75519	8.66216	8.63629	8.60465	8.55929	8.50053	8.42969	8.34803	8.25664	8.15639	8.04797	7.93194	7.80873	7.67868	7.54204	7.39904	7.24984	7.09458	6.93338	6.76632	6.59351	6.41503	6.23097	6.04142	5.84647	5.64623	5.44082	5.23036	5.01501	4.7949	4.57022	4.34116	4.1079	3.87067	3.62969	3.38521	3.13746	2.88671	2.63322	2.37726	2.11911	1.85904	1.59733	1.33425	1.07009	0.805126	0.539632	0.273884	0.00815777	0.257275	0.522144	0.786186	1.04914	1.31076	1.57078	1.82898	2.08513	2.33899	2.59035	2.83901	3.08477	3.32742	3.5668	3.80272	4.03502	4.26354	4.48815	4.70871	4.9251	5.13721	5.34495	5.54824	5.747	5.94117	6.13069	6.31553	6.49563	6.67097	6.8415	7.00719	7.168	7.32386	7.47471	7.62047	7.76101	7.89618	8.02579	8.14956	8.26716	8.37816	8.48198	8.57793	8.66514	8.74256	8.80901	8.86327	8.90434	8.93191	8.94707	9.94475	1	
10.1443	8.8887	8.76792	8.72043	8.67057	8.60939	8.53652	8.45274	8.35897	8.25604	8.14468	8.02549	7.89899	7.7656	7.62565	7.47943	7.32719	7.16911	7.00536	6.83611	6.66147	6.48159	6.29658	6.10657	5.91168	5.71204	5.50779	5.29908	5.08606	4.86891	4.64781	4.42294	4.19451	3.96273	3.72782	3.49003	3.24957	3.0067	2.76164	2.51466	2.26598	2.01584	1.76448	1.51211	1.25897	1.00525	0.75118	0.496951	0.242765	0.0111825	0.2647	0.517601	0.769701	1.02082	1.27079	1.51943	1.7666	2.01211	2.25583	2.49759	2.73726	2.97467	3.20967	3.44214	3.67191	3.89885	4.12283	4.34372	4.56139	4.77573	4.98663	5.19398	5.3977	5.59769	5.7939	5.98623	6.17463	6.35903	6.53936	6.71558	6.8876	7.05536	7.21877	7.37773	7.53212	7.68181	7.82662	7.96632	8.10064	8.22926	8.35178	8.46768	8.57641	8.67727	8.76955	8.85247	8.92541	8.98804	9.04062	9.08438	10.1443	1	
10.3472	9.03127	8.88467	8.81615	8.7478	8.67008	8.5822	8.48457	8.37783	8.26261	8.13948	8.00898	7.87156	7.72761	7.57746	7.42141	7.2597	7.09256	6.92019	6.74275	6.56042	6.37337	6.18173	5.98567	5.78536	5.58094	5.3726	5.16051	4.94485	4.72582	4.50362	4.27847	4.05059	3.82021	3.58755	3.35286	3.11636	2.8783	2.6389	2.39837	2.15693	1.91479	1.67211	1.42908	1.18585	0.942569	0.699375	0.456392	0.213741	0.0284671	0.270121	0.511117	0.751352	0.990731	1.22916	1.46655	1.70281	1.93786	2.17161	2.40397	2.63485	2.86414	3.09175	3.31756	3.54145	3.76331	3.98303	4.20048	4.41554	4.6281	4.83805	5.04527	5.24968	5.45116	5.64963	5.84501	6.03719	6.2261	6.41166	6.59377	6.77234	6.94727	7.11846	7.28578	7.44909	7.60823	7.763	7.91319	8.05853	8.1987	8.33336	8.46208	8.5844	8.69983	8.80787	8.90809	9.0002	9.08422	9.16062	9.23052	10.3472	1	
10.5535	9.18095	9.01	8.92108	8.8343	8.73971	8.63625	8.52414	8.40378	8.27565	8.14022	7.99792	7.84915	7.69428	7.53361	7.36745	7.19605	7.01964	6.83845	6.65266	6.46249	6.26811	6.06971	5.86749	5.66162	5.45231	5.23975	5.02416	4.80574	4.58472	4.36133	4.13579	3.90837	3.67929	3.4488	3.21714	2.98456	2.75128	2.5175	2.28344	2.04927	1.81515	1.58122	1.34759	1.11436	0.881607	0.649381	0.417731	0.186691	0.0437094	0.273446	0.502498	0.730848	0.958479	1.18538	1.41155	1.63697	1.86164	2.08553	2.30863	2.53089	2.75226	2.97268	3.19207	3.41033	3.62738	3.84311	4.0574	4.27014	4.48122	4.6905	4.89789	5.10325	5.3065	5.50751	5.70618	5.90241	6.09609	6.28711	6.47536	6.66073	6.8431	7.02233	7.19829	7.3708	7.53971	7.70481	7.86588	8.02266	8.17488	8.32223	8.46436	8.60092	8.73155	8.85594	8.97386	9.08523	9.19024	9.28939	9.38362	10.5535	1	
10.763	9.33642	9.14222	9.03348	8.92843	8.81683	8.69747	8.57043	8.43597	8.29445	8.14625	7.99172	7.83122	7.66507	7.49358	7.31702	7.13567	6.94976	6.75952	6.56519	6.36698	6.1651	5.95977	5.75121	5.53963	5.32526	5.10834	4.88909	4.66777	4.44461	4.21989	3.99386	3.76677	3.5389	3.3105	3.08183	2.85312	2.62461	2.39649	2.16895	1.94212	1.71615	1.4911	1.26704	1.04399	0.821953	0.600894	0.380772	0.161533	0.0568851	0.274545	0.491512	0.707851	0.923634	1.13893	1.35382	1.56838	1.78268	1.99676	2.21068	2.42444	2.63804	2.85146	3.06465	3.27754	3.49004	3.70206	3.91349	4.12422	4.33411	4.54304	4.75089	4.95753	5.16283	5.36667	5.56894	5.76949	5.96822	6.16498	6.35966	6.55212	6.7422	6.92977	7.11466	7.2967	7.47571	7.65149	7.82382	7.99246	8.15717	8.31767	8.47369	8.62496	8.77124	8.91233	9.04813	9.17868	9.30421	9.42522	9.54244	10.763	1	
