
# Surface 0 of 1 surfaces

# Curve title: "'data.dat' matrix"
# Contour 0, label:      100
 0  0  100 


 19.4547  44.4444  24 
 18.6448  55.5556  24 
 19.4376  66.6667  24 
 20.9035  77.7778  24 
 21.9215  88.8889  24 
 19.4302  100  24 


# Contour 39, label:       22
 22.548  0  22 
 25.0823  11.1111  22 
 24.5957  22.2222  22 
 23.4019  33.3333  22 
 22.2222  41.46  22 
 21.7783  44.4444  22 
 20.8702  55.5556  22 
 21.7463  66.6667  22 
 22.2222  70.123  22 
 23.2432  77.7778  22 
 24.2198  88.8889  22 
 22.2222  99.0823  22 
 22.0174  100  22 


# Contour 40, label:       20
 25.0588  0  20 
 27.3532  11.1111  20 
 26.8621  22.2222  20 
 25.6693  33.3333  20 
 23.9994  44.4444  20 
 23.0417  55.5556  20 
 23.9278  66.6667  20 
 25.4795  77.7778  20 
 26.4915  88.8889  20 
 24.54  100  20 


# Contour 41, label:       18
 27.5696  0  18 
 29.6241  11.1111  18 
 29.1285  22.2222  18 
 27.9368  33.3333  18 
 26.1963  44.4444  18 
 25.1299  55.5556  18 
 26.0762  66.6667  18 
 27.7159  77.7778  18 
 28.7632  88.8889  18 
 27.0571  100  18 


# Contour 42, label:       16
 30.0804  0  16 
 31.895  11.1111  16 
 31.3949  22.2222  16 
 30.2042  33.3333  16 
 28.3932  44.4444  16 
 27.2181  55.5556  16 
 28.2246  66.6667  16 
 29.9522  77.7778  16 
 31.0349  88.8889  16 
 29.5742  100  16 


# Contour 43, label:       14
 32.5913  0  14 
 33.3333  4.95928  14 
 34.1612  11.1111  14 
 33.6688  22.2222  14 
 33.3333  25.2868  14 
 32.4717  33.3333  14 
 30.5901  44.4444  14 
 29.3063  55.5556  14 
 30.373  66.6667  14 
 32.1885  77.7778  14 
 33.3066  88.8889  14 
 32.0913  100  14 


# Contour 44, label:       12
 35.0839  0  12 
 36.4193  11.1111  12 
 35.9867  22.2222  12 
 34.8692  33.3333  12 
 33.3333  41.2639  12 
 32.7871  44.4444  12 
 31.3945  55.5556  12 
 32.5214  66.6667  12 
 33.3333  71.5157  12 
 34.5528  77.7778  12 
 35.6653  88.8889  12 
 34.6248  100  12 


# Contour 45, label:       10
 37.569  0  10 
 38.6774  11.1111  10 
 38.3046  22.2222  10 
 37.3464  33.3333  10 
 35.4406  44.4444  10 
 33.5592  55.5556  10 
 35.0729  66.6667  10 
 37.0511  77.7778  10 
 38.025  88.8889  10 
 37.1745  100  10 


# Contour 46, label:        8
 40.0541  0  8 
 40.9355  11.1111  8 
 40.6225  22.2222  8 
 39.8237  33.3333  8 
 38.2452  44.4444  8 
 36.7166  55.5556  8 
 37.8694  66.6667  8 
 39.5495  77.7778  8 
 40.3846  88.8889  8 
 39.7241  100  8 


# Contour 47, label:        6
 42.5392  0  6 
 43.1936  11.1111  6 
 42.9404  22.2222  6 
 42.3009  33.3333  6 
 41.0498  44.4444  6 
 39.874  55.5556  6 
 40.6658  66.6667  6 
 42.0479  77.7778  6 
 42.7443  88.8889  6 
 42.2738  100  6 


# Contour 48, label:        4
 45.025  0  4 
 45.458  11.1111  4 
 45.2745  22.2222  4 
 44.7952  33.3333  4 
 44.4444  37.6706  4 
 43.8543  44.4444  4 
 43.0314  55.5556  4 
 43.4623  66.6667  4 
 44.4444  76.6224  4 
 44.5554  77.7778  4 
 45.1258  88.8889  4 
 44.8288  100  4 


# Contour 49, label:        2
 47.5135  0  2 
 47.7302  11.1111  2 
 47.6386  22.2222  2 
 47.399  33.3333  2 
 46.8967  44.4444  2 
 46.4221  55.5556  2 
 46.6311  66.6667  2 
 47.2783  77.7778  2 
 47.5634  88.8889  2 
 47.4149  100  2 


# Contour 50, label:        0
 50.002  0  0 
 50.0024  11.1111  0 
 50.0028  22.2222  0 
 50.0028  33.3333  0 
 50.0025  44.4444  0 
 50.002  55.5556  0 
 50.0015  66.6667  0 
 50.0011  77.7778  0 
 50.0009  88.8889  0 
 50.001  100  0 


# Contour 51, label:       -2
 52.4905  0 -2 
 52.2745  11.1111 -2 
 52.3669  22.2222 -2 
 52.6065  33.3333 -2 
 53.1082  44.4444 -2 
 53.5818  55.5556 -2 
 53.3719  66.6667 -2 
 52.7239  77.7778 -2 
 52.4385  88.8889 -2 
 52.5871  100 -2 


# Contour 52, label:       -4
 54.979  0 -4 
 54.5467  11.1111 -4 
 54.731  22.2222 -4 
 55.2103  33.3333 -4 
 55.5556  37.6086 -4 
 56.1501  44.4444 -4 
 56.9721  55.5556 -4 
 56.5402  66.6667 -4 
 55.5556  76.6452 -4 
 55.4467  77.7778 -4 
 54.8761  88.8889 -4 
 55.1732  100 -4 


# Contour 53, label:       -6
 57.4648  0 -6 
 56.811  11.1111 -6 
 57.065  22.2222 -6 
 57.7043  33.3333 -6 
 58.9547  44.4444 -6 
 60.1295  55.5556 -6 
 59.3367  66.6667 -6 
 57.9541  77.7778 -6 
 57.2575  88.8889 -6 
 57.7282  100 -6 


# Contour 54, label:       -8
 59.9499  0 -8 
 59.0691  11.1111 -8 
 59.3829  22.2222 -8 
 60.1815  33.3333 -8 
 61.7593  44.4444 -8 
 63.2869  55.5556 -8 
 62.1332  66.6667 -8 
 60.4525  77.7778 -8 
 59.6171  88.8889 -8 
 60.2779  100 -8 


# Contour 55, label:      -10
 62.4349  0 -10 
 61.3272  11.1111 -10 
 61.7007  22.2222 -10 
 62.6588  33.3333 -10 
 64.564  44.4444 -10 
 66.4443  55.5556 -10 
 64.9297  66.6667 -10 
 62.9509  77.7778 -10 
 61.9768  88.8889 -10 
 62.8275  100 -10 


# Contour 56, label:      -12
 64.9199  0 -12 
 63.5852  11.1111 -12 
 64.0186  22.2222 -12 
 65.136  33.3333 -12 
 66.6667  41.2415 -12 
 67.2165  44.4444 -12 
 68.6078  55.5556 -12 
 67.4806  66.6667 -12 
 66.6667  71.5269 -12 
 65.4493  77.7778 -12 
 64.3365  88.8889 -12 
 65.3771  100 -12 


# Contour 57, label:      -14
 67.4126  0 -14 
 66.6667  4.98847 -14 
 65.8433  11.1111 -14 
 66.3364  22.2222 -14 
 66.6667  25.2402 -14 
 67.533  33.3333 -14 
 69.4134  44.4444 -14 
 70.6961  55.5556 -14 
 69.629  66.6667 -14 
 67.8133  77.7778 -14 
 66.6951  88.8889 -14 
 67.9107  100 -14 


# Contour 58, label:      -16
 69.9234  0 -16 
 68.1094  11.1111 -16 
 68.61  22.2222 -16 
 69.8004  33.3333 -16 
 71.6102  44.4444 -16 
 72.7843  55.5556 -16 
 71.7775  66.6667 -16 
 70.0497  77.7778 -16 
 68.9668  88.8889 -16 
 70.4277  100 -16 


# Contour 59, label:      -18
 72.4341  0 -18 
 70.3803  11.1111 -18 
 70.8763  22.2222 -18 
 72.0678  33.3333 -18 
 73.8071  44.4444 -18 
 74.8725  55.5556 -18 
 73.9259  66.6667 -18 
 72.286  77.7778 -18 
 71.2385  88.8889 -18 
 72.9448  100 -18 


# Contour 60, label:      -20
 74.9449  0 -20 
 72.6511  11.1111 -20 
 73.1426  22.2222 -20 
 74.3351  33.3333 -20 
 76.004  44.4444 -20 
 76.9607  55.5556 -20 
 76.0743  66.6667 -20 
 74.5223  77.7778 -20 
 73.5102  88.8889 -20 
 75.4619  100 -20 


# Contour 61, label:      -22
 77.9846  100 -22 
 77.7778  99.0735 -22 
 75.7819  88.8889 -22 
 76.7587  77.7778 -22 
 77.7778  70.1387 -22 
 78.2559  66.6667 -22 
 79.1324  55.5556 -22 
 78.2253  44.4444 -22 
 77.7778  41.4343 -22 
 76.6025  33.3333 -22 
 75.4089  22.2222 -22 
 74.9219  11.1111 -22 
 77.4556  0 -22 


# Contour 62, label:      -24
 80.0568  0 -24 
 77.7778  8.57635 -24 
 77.1927  11.1111 -24 
 77.6752  22.2222 -24 
 77.7778  23.1767 -24 
 78.9654  33.3333 -24 
 80.5487  44.4444 -24 
 81.3578  55.5556 -24 
 80.5646  66.6667 -24 
 79.0986  77.7778 -24 
 78.0804  88.8889 -24 
 80.5717  100 -24 


# Contour 63, label:      -26
 82.6712  0 -26 
 79.6715  11.1111 -26 
 80.199  22.2222 -26 
 81.4309  33.3333 -26 
 82.8722  44.4444 -26 
 83.5831  55.5556 -26 
 82.8733  66.6667 -26 
 81.5252  77.7778 -26 
 80.5731  88.8889 -26 
 83.1589  100 -26 


# Contour 64, label:      -28
 85.2856  0 -28 
 82.2224  11.1111 -28 
 82.7351  22.2222 -28 
 83.8965  33.3333 -28 
 85.1957  44.4444 -28 
 85.8084  55.5556 -28 
 85.182  66.6667 -28 
 83.9518  77.7778 -28 
 83.0658  88.8889 -28 
 85.7461  100 -28 


# Contour 65, label:      -30
 87.9001  0 -30 
 84.7733  11.1111 -30 
 85.2711  22.2222 -30 
 86.3621  33.3333 -30 
 87.5191  44.4444 -30 
 88.0338  55.5556 -30 
 87.4907  66.6667 -30 
 86.3784  77.7778 -30 
 85.5584  88.8889 -30 
 88.3333  100 -30 


# Contour 66, label:      -32
 89.0884  0 -32 
 88.8889  5.59318 -32 
 87.3241  11.1111 -32 
 87.8072  22.2222 -32 
 88.8277  33.3333 -32 
 88.8889  33.9668 -32 
 93.3215  44.4444 -32 
 94.9221  55.5556 -32 
 92.949  66.6667 -32 
 88.8889  76.8819 -32 
 88.805  77.7778 -32 
 88.0511  88.8889 -32 
 88.8889  92.2192 -32 
 89.1397  100 -32 


# Contour 67, label:      -34
 100  75.8614 -34 
 99.2923  77.7778 -34 
 93.9037  88.8889 -34 
 89.4591  100 -34 

 100  30.3923 -34 
 96.3548  22.2222 -34 
 92.0519  11.1111 -34 
 89.4094  0 -34 


# Contour 68, label:      -36
 100  88.9555 -36 
 89.7786  100 -36 

 100  11.1012 -36 
 89.7303  0 -36 


# Contour 69, label:      -38
 100  89.3006 -38 
 90.098  100 -38 

 100  10.7543 -38 
 90.0512  0 -38 


# Contour 70, label:      -40
 100  89.6458 -40 
 90.4174  100 -40 

 100  10.4074 -40 
 90.3721  0 -40 


# Contour 71, label:      -42
 100  89.9909 -42 
 90.7368  100 -42 

 100  10.0605 -42 
 90.6931  0 -42 


# Contour 72, label:      -44
 100  90.336 -44 
 91.0562  100 -44 

 100  9.71354 -44 
 91.014  0 -44 


# Contour 73, label:      -46
 100  90.6812 -46 
 91.3757  100 -46 

 100  9.36663 -46 
 91.3349  0 -46 


# Contour 74, label:      -48
 100  91.0263 -48 
 91.6951  100 -48 

 100  9.01972 -48 
 91.6559  0 -48 


# Contour 75, label:      -50
 100  91.3715 -50 
 92.0145  100 -50 

 100  8.67281 -50 
 91.9768  0 -50 


# Contour 76, label:      -52
 100  91.7166 -52 
 92.3339  100 -52 

 100  8.32589 -52 
 92.2977  0 -52 


# Contour 77, label:      -54
 100  92.0617 -54 
 92.6533  100 -54 

 100  7.97898 -54 
 92.6186  0 -54 


# Contour 78, label:      -56
 100  92.4069 -56 
 92.9728  100 -56 

 100  7.63207 -56 
 92.9396  0 -56 


# Contour 79, label:      -58
 100  92.752 -58 
 93.2922  100 -58 

 100  7.28516 -58 
 93.2605  0 -58 


# Contour 80, label:      -60
 100  93.0972 -60 
 93.6116  100 -60 

 100  6.93825 -60 
 93.5814  0 -60 


# Contour 81, label:      -62
 100  93.4423 -62 
 93.931  100 -62 

 100  6.59133 -62 
 93.9024  0 -62 


# Contour 82, label:      -64
 100  93.7875 -64 
 94.2504  100 -64 

 100  6.24442 -64 
 94.2233  0 -64 


# Contour 83, label:      -66
 100  94.1326 -66 
 94.5699  100 -66 

 100  5.89751 -66 
 94.5442  0 -66 


# Contour 84, label:      -68
 100  94.4777 -68 
 94.8893  100 -68 

 100  5.5506 -68 
 94.8651  0 -68 


# Contour 85, label:      -70
 100  94.8229 -70 
 95.2087  100 -70 

 100  5.20368 -70 
 95.1861  0 -70 


# Contour 86, label:      -72
 100  95.168 -72 
 95.5281  100 -72 

 100  4.85677 -72 
 95.507  0 -72 


# Contour 87, label:      -74
 100  95.5132 -74 
 95.8475  100 -74 

 100  4.50986 -74 
 95.8279  0 -74 


# Contour 88, label:      -76
 100  95.8583 -76 
 96.167  100 -76 

 100  4.16295 -76 
 96.1489  0 -76 


# Contour 89, label:      -78
 100  96.2034 -78 
 96.4864  100 -78 

 100  3.81603 -78 
 96.4698  0 -78 


# Contour 90, label:      -80
 100  96.5486 -80 
 96.8058  100 -80 

 100  3.46912 -80 
 96.7907  0 -80 


# Contour 91, label:      -82
 100  96.8937 -82 
 97.1252  100 -82 

 100  3.12221 -82 
 97.1116  0 -82 


# Contour 92, label:      -84
 100  97.2389 -84 
 97.4446  100 -84 

 100  2.7753 -84 
 97.4326  0 -84 


# Contour 93, label:      -86
 100  97.584 -86 
 97.7641  100 -86 

 100  2.42839 -86 
 97.7535  0 -86 


# Contour 94, label:      -88
 100  97.9292 -88 
 98.0835  100 -88 

 100  2.08147 -88 
 98.0744  0 -88 


# Contour 95, label:      -90
 100  98.2743 -90 
 98.4029  100 -90 

 100  1.73456 -90 
 98.3954  0 -90 


# Contour 96, label:      -92
 100  98.6194 -92 
 98.7223  100 -92 

 100  1.38765 -92 
 98.7163  0 -92 


# Contour 97, label:      -94
 100  98.9646 -94 
 99.0417  100 -94 

 100  1.04074 -94 
 99.0372  0 -94 


# Contour 98, label:      -96
 100  99.3097 -96 
 99.3612  100 -96 

 100  0.693825 -96 
 99.3581  0 -96 


# Contour 99, label:      -98
 100  99.6549 -98 
 99.6806  100 -98 

 100  0.346912 -98 
 99.6791  0 -98 

