# Contour 0, label: 	 1
0	0	
0	1	
0	2	
0	3	
0	4	
0	5	
0	6	
0	7	
0	8	
0	9	
0	10	
0	11	
0	12	
0	13	
0	14	
0	15	
0	16	
0	17	
0	18	
0	19	
0	20	
0	21	
0	22	
0	23	
0	24	
0	25	
0	26	
0	27	
0	28	
0	29	
0	30	
0	31	
0	32	
0	33	
0	34	
0	35	
0	36	
0	37	
0	38	
0	39	
0	40	
0	41	
0	42	
0	43	
0	44	
0	45	
0	46	
0	47	
0	48	
0	49	
0	50	
0	51	
0	52	
0	53	
0	54	
0	55	
0	56	
0	57	
0	58	
0	59	
0	60	
0	61	
0	62	
0	63	
0	64	
0	65	
0	66	
0	67	
0	68	
0	69	
0	70	
0	71	
0	72	
0	73	
0	74	
0	75	
0	76	
0	77	
0	78	
0	79	
0	80	
0	81	
0	82	
0	83	
0	84	
0	85	
0	86	
0	87	
0	88	
0	89	
0	90	
0	91	
0	92	
0	93	
0	94	
0	95	
0	96	
0	97	
0	98	
0	99	
0	100	
0	101	
0	102	
0	103	
0	104	
0	105	
0	106	
0	107	
0	108	
0	109	
0	110	
0	111	
0	112	
0	113	
0	114	
0	115	
0	116	
0	117	
0	118	
0	119	
0	120	
0	121	
0	122	
0	123	
0	124	
0	125	
0	126	
0	127	
0	128	
0	129	
0	130	
0	131	
0	132	
0	133	
0	134	
0	135	
0	136	
0	137	
0	138	
0	139	
0	140	
0	141	
0	142	
0	143	
0	144	
0	145	
0	146	
0	147	
0	148	
0	149	
0	150	
0	151	
0	152	
0	153	
0	154	
0	155	
0	156	
0	157	
0	158	
0	159	
0	160	
0	161	
0	162	
0	163	
0	164	
0	165	
0	166	
0	167	
0	168	
0	169	
0	170	
0	171	
0	172	
0	173	
0	174	
0	175	
0	176	
0	177	
0	178	
0	179	
0	180	
0	181	
0	182	
0	183	
0	184	
0	185	
0	186	
0	187	
0	188	
0	189	
0	190	
0	191	
0	192	
0	193	
0	194	
0	195	
0	196	
0	197	
0	198	
0	199	
0	200	

# Contour 1, label: 	 2
22	0	
22	10	
21	30	
20	46	
19	60	
18	75	
17	125	
18	140	
19	154	
20	170	
21	190	
22	200	

# Contour 2, label: 	 3
44	0	
44	6	
43	18	
42	29	
41	37	
40	45	
39	52	
38	58	
37	64	
36	70	
35	76	
34	83	
33	95	
32	105	
33	117	
34	124	
35	130	
36	136	
37	142	
38	148	
39	155	
40	163	
41	171	
42	182	
43	194	
44	200	

# Contour 3, label: 	 4
67	0	
67	7	
66	19	
65	28	
64	36	
63	42	
62	47	
61	51	
60	55	
59	58	
58	62	
57	65	
56	67	
55	70	
54	73	
53	76	
52	78	
51	81	
50	84	
49	88	
48	92	
47	108	
48	112	
49	116	
50	119	
51	122	
52	124	
53	127	
54	130	
55	133	
56	135	
57	138	
58	142	
59	145	
60	149	
61	153	
62	158	
63	164	
64	172	
65	181	
66	193	
67	200	

# Contour 4, label: 	 5
89	0	
89	15	
88	34	
87	45	
86	51	
85	56	
84	60	
83	63	
82	65	
81	67	
80	69	
79	71	
78	72	
77	74	
76	75	
75	76	
74	77	
73	78	
72	79	
71	80	
70	81	
69	82	
68	83	
67	84	
66	85	
65	86	
64	87	
63	88	
62	89	
61	91	
60	92	
59	94	
58	97	
57	103	
58	106	
59	108	
60	109	
61	111	
62	112	
63	113	
64	114	
65	115	
66	116	
67	117	
68	118	
69	119	
70	120	
71	121	
72	122	
73	123	
74	124	
75	125	
76	126	
77	128	
78	129	
79	131	
80	133	
81	135	
82	137	
83	140	
84	144	
85	149	
86	155	
87	166	
88	185	
89	200	

# Contour 5, label: 	 6
111	0	
111	15	
112	34	
113	45	
114	51	
115	56	
116	60	
117	63	
118	65	
119	67	
120	69	
121	71	
122	72	
123	74	
124	75	
125	76	
126	77	
127	78	
128	79	
129	80	
130	81	
131	82	
132	83	
133	84	
134	85	
135	86	
136	87	
137	88	
138	89	
139	91	
140	92	
141	94	
142	97	
143	103	
142	106	
141	108	
140	109	
139	111	
138	112	
137	113	
136	114	
135	115	
134	116	
133	117	
132	118	
131	119	
130	120	
129	121	
128	122	
127	123	
126	124	
125	125	
124	126	
123	128	
122	129	
121	131	
120	133	
119	135	
118	137	
117	140	
116	144	
115	149	
114	155	
113	166	
112	185	
111	200	

# Contour 6, label: 	 7
133	0	
133	7	
134	19	
135	28	
136	36	
137	42	
138	47	
139	51	
140	55	
141	58	
142	62	
143	65	
144	67	
145	70	
146	73	
147	76	
148	78	
149	81	
150	84	
151	88	
152	92	
153	108	
152	112	
151	116	
150	119	
149	122	
148	124	
147	127	
146	130	
145	133	
144	135	
143	138	
142	142	
141	145	
140	149	
139	153	
138	158	
137	164	
136	172	
135	181	
134	193	
133	200	

# Contour 7, label: 	 8
156	0	
156	6	
157	18	
158	29	
159	37	
160	45	
161	52	
162	58	
163	64	
164	70	
165	76	
166	83	
167	95	
168	105	
167	117	
166	124	
165	130	
164	136	
163	142	
162	148	
161	155	
160	163	
159	171	
158	182	
157	194	
156	200	

# Contour 8, label: 	 9
178	0	
178	10	
179	30	
180	46	
181	60	
182	75	
183	125	
182	140	
181	154	
180	170	
179	190	
178	200	

# Contour 9, label: 	 10

